V1,V2,V3,V4,V5,V6,V7,V8
1758.67388031974,1734.74682875472,1736.36095353463,1738.30796365151,1739.55787455707,1741.19515912264,1743.15211721408,1744.01009198998
1734.40450789151,1736.3503201383,1738.34753507123,1740.20698673916,1741.27556346671,1743.20958595771,1743.34888312293,1745.37251244527
1736.34715272398,1738.35162733319,1740.34671035814,1739.60921402518,1742.35444752635,1743.36705591889,1744.21533461361,1747.07966075545
1738.31119027613,1739.52492223634,1740.11198619668,1742.41818616911,1738.35511678055,1744.4757701367,1746.17998126784,1743.14567848181
1739.19917695695,1741.14778346626,1743.14299703491,1739.52413701363,1744.77919717977,1746.98168061511,1748.49986171745,1742.6107638493
1741.13745757062,1743.1291585891,1745.12889478321,1741.19520260437,1745.7672420911,1748.70721298229,1747.33554837761,1745.71015052474
1743.11826054162,1743.27687314461,1745.38006123558,1746.63111448408,1748.62208199609,1750.49193788812,1750.04736759774,1745.44645457057
1744.80058385614,1745.00953427683,1747.00653637831,1745.08026216451,1746.98382663544,1750.94487284256,1752.30730500299,1747.12777163876
